trader_name,phone_numbers,stock_symbol,stock_name,exchange,market_cap,trans_date,trans_type,price_usd
Barney Viney,491-649-0481*958-542-5338,RY,Royal Bank Of Canada,NYSE,$103.48B,4/3/2019,BUY,92.904
Barney Viney,491-649-0481*958-542-5338,RY,Royal Bank Of Canada,NYSE,$103.48B,4/4/2019,SELL,92.94
Barney Viney,491-649-0481*958-542-5338,RY,Royal Bank Of Canada,NYSE,$103.48B,4/5/2019,BUY,92.832
Meggie Cahn,107-931-2073*420-587-3072,MOS,Mosaic Company (The),NYSE,$7.97B,5/28/2019,SELL,25.584
Meggie Cahn,107-931-2073*420-587-3072,MOS,Mosaic Company (The),NYSE,$7.97B,5/29/2019,BUY,25.68
Meggie Cahn,107-931-2073*420-587-3072,MOS,Mosaic Company (The),NYSE,$7.97B,5/30/2019,BUY,25.524
Meggie Cahn,107-931-2073*420-587-3072,MOS,Mosaic Company (The),NYSE,$7.97B,5/31/2019,BUY,25.764
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,6/21/2019,BUY,64.908
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,6/24/2019,SELL,65.22
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,6/25/2019,BUY,64.968
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,6/26/2019,BUY,65.064
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,6/27/2019,SELL,65.004
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,6/28/2019,BUY,65.22
Gerianna Ferney,898-578-7152,BNS,Bank of Nova Scotia (The),NYSE,$70.91B,7/1/2019,SELL,64.56
Garry Cousen,518-777-0680*172-564-4052,SPN,"Superior Energy Services, Inc.",NYSE,$1.59B,4/16/2019,BUY,6.216
Garry Cousen,518-777-0680*172-564-4052,SPN,"Superior Energy Services, Inc.",NYSE,$1.59B,4/17/2019,SELL,6.048
Garry Cousen,518-777-0680*172-564-4052,SPN,"Superior Energy Services, Inc.",NYSE,$1.59B,4/18/2019,BUY,5.748
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/15/2019,SELL,1.824
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/16/2019,BUY,1.848
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/17/2019,BUY,1.908
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/18/2019,SELL,1.908
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/22/2019,BUY,1.884
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/23/2019,SELL,1.92
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/24/2019,BUY,1.848
Beatrix Yggo,391-264-5076*169-366-1189,SIFY,Sify Technologies Limited,NASDAQ,$137.47M,1/25/2019,BUY,1.872
Stormy Winters,318-576-5276,CSV,"Carriage Services, Inc.",NYSE,$449.65M,5/2/2019,BUY,21.324
Stormy Winters,318-576-5276,CSV,"Carriage Services, Inc.",NYSE,$449.65M,5/3/2019,BUY,21.96
Stormy Winters,318-576-5276,CSV,"Carriage Services, Inc.",NYSE,$449.65M,5/6/2019,BUY,22.332
Stormy Winters,318-576-5276,CSV,"Carriage Services, Inc.",NYSE,$449.65M,5/7/2019,SELL,22.428
Stormy Winters,318-576-5276,CSV,"Carriage Services, Inc.",NYSE,$449.65M,5/8/2019,BUY,22.488
Stormy Winters,318-576-5276,CSV,"Carriage Services, Inc.",NYSE,$449.65M,5/9/2019,BUY,23.064
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,2/28/2019,SELL,60.444
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,3/1/2019,SELL,61.38
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,3/4/2019,SELL,61.116
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,3/5/2019,SELL,60.372
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,3/6/2019,BUY,58.896
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,3/7/2019,BUY,56.568
Ashely Kunath,837-108-7015*212-487-5972,AEIS,"Advanced Energy Industries, Inc.",NASDAQ,$2.86B,3/8/2019,BUY,56.088
Hanna Searchfield,648-211-5827*476-787-2602,IFMK,iFresh Inc.,NASDAQ,$173.78M,4/22/2019,BUY,1.26
Hanna Searchfield,648-211-5827*476-787-2602,IFMK,iFresh Inc.,NASDAQ,$173.78M,4/23/2019,BUY,1.272
Hanna Searchfield,648-211-5827*476-787-2602,IFMK,iFresh Inc.,NASDAQ,$173.78M,4/24/2019,SELL,1.272
Laughton Oulett,315-442-0253*330-363-3964,ICAD,icad inc.,NASDAQ,$68.61M,4/3/2019,BUY,6.156
Laughton Oulett,315-442-0253*330-363-3964,ICAD,icad inc.,NASDAQ,$68.61M,4/4/2019,SELL,6.888
Laughton Oulett,315-442-0253*330-363-3964,ICAD,icad inc.,NASDAQ,$68.61M,4/5/2019,SELL,6.948
Laughton Oulett,315-442-0253*330-363-3964,ICAD,icad inc.,NASDAQ,$68.61M,4/8/2019,SELL,6.792
Laughton Oulett,315-442-0253*330-363-3964,ICAD,icad inc.,NASDAQ,$68.61M,4/9/2019,BUY,6.78
Reggis Schindler,998-965-5115,TGTX,"TG Therapeutics, Inc.",NASDAQ,$741.2M,2/28/2019,SELL,8.16
Reggis Schindler,998-965-5115,TGTX,"TG Therapeutics, Inc.",NASDAQ,$741.2M,3/1/2019,BUY,8.652
Ann Wolfarth,236-809-6758*889-635-5996,ITCB,Ita? CorpBanca,NYSE,$4.74B,3/4/2019,BUY,17.028
Ann Wolfarth,236-809-6758*889-635-5996,ITCB,Ita? CorpBanca,NYSE,$4.74B,3/5/2019,BUY,16.824
Ann Wolfarth,236-809-6758*889-635-5996,ITCB,Ita? CorpBanca,NYSE,$4.74B,3/6/2019,BUY,16.776
Ann Wolfarth,236-809-6758*889-635-5996,ITCB,Ita? CorpBanca,NYSE,$4.74B,3/7/2019,SELL,16.176
Ann Wolfarth,236-809-6758*889-635-5996,ITCB,Ita? CorpBanca,NYSE,$4.74B,3/8/2019,SELL,16.008
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/11/2019,BUY,71.436
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/12/2019,SELL,71.088
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/13/2019,SELL,72.972
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/14/2019,BUY,71.988
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/17/2019,SELL,71.376
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/18/2019,SELL,72.132
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/19/2019,SELL,71.556
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/20/2019,BUY,71.328
Corrine Vanderson,970-309-6719*428-694-4472,SKYW,"SkyWest, Inc.",NASDAQ,$1.9B,6/21/2019,BUY,69.54
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/9/2019,SELL,66.132
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/10/2019,SELL,66.504
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/11/2019,BUY,67.176
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/12/2019,SELL,67.872
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/15/2019,BUY,68.328
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/16/2019,SELL,67.668
Dael Godfray,885-783-4999*241-572-4027,MO,Altria Group,NYSE,$149.28B,4/17/2019,BUY,67.416
Serena Schmuhl,246-574-1945*845-273-6400,IBKCP,IBERIABANK Corporation,NASDAQ,,4/22/2019,BUY,31.848
Serena Schmuhl,246-574-1945*845-273-6400,IBKCP,IBERIABANK Corporation,NASDAQ,,4/23/2019,BUY,31.692
Serena Schmuhl,246-574-1945*845-273-6400,IBKCP,IBERIABANK Corporation,NASDAQ,,4/24/2019,BUY,31.788
Serena Schmuhl,246-574-1945*845-273-6400,IBKCP,IBERIABANK Corporation,NASDAQ,,4/25/2019,SELL,31.872
Serena Schmuhl,246-574-1945*845-273-6400,IBKCP,IBERIABANK Corporation,NASDAQ,,4/26/2019,SELL,31.86
Selia Clancey,415-991-4613*894-137-0015,SOFO,"Sonic Foundry, Inc.",NASDAQ,$17.76M,7/1/2019,BUY,1.068
Selia Clancey,415-991-4613*894-137-0015,SOFO,"Sonic Foundry, Inc.",NASDAQ,$17.76M,7/2/2019,BUY,1.056
Selia Clancey,415-991-4613*894-137-0015,SOFO,"Sonic Foundry, Inc.",NASDAQ,$17.76M,7/3/2019,BUY,1.068
Selia Clancey,415-991-4613*894-137-0015,SOFO,"Sonic Foundry, Inc.",NASDAQ,$17.76M,7/5/2019,SELL,1.068
Archie Orteau,305-332-6986,GAIA,"Gaia, Inc.",NASDAQ,$167.44M,4/1/2019,BUY,10.656
Archie Orteau,305-332-6986,GAIA,"Gaia, Inc.",NASDAQ,$167.44M,4/2/2019,SELL,10.872
Archie Orteau,305-332-6986,GAIA,"Gaia, Inc.",NASDAQ,$167.44M,4/3/2019,SELL,10.848
Archie Orteau,305-332-6986,GAIA,"Gaia, Inc.",NASDAQ,$167.44M,4/4/2019,SELL,10.848
Archie Orteau,305-332-6986,GAIA,"Gaia, Inc.",NASDAQ,$167.44M,4/5/2019,BUY,11.616
Archie Orteau,305-332-6986,GAIA,"Gaia, Inc.",NASDAQ,$167.44M,4/8/2019,BUY,10.992
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/2/2019,BUY,1.584
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/3/2019,SELL,1.512
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/4/2019,BUY,1.536
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/5/2019,BUY,1.548
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/8/2019,SELL,1.62
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/9/2019,SELL,1.668
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/10/2019,BUY,1.62
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/11/2019,BUY,1.56
Kakalina Silvester,930-520-4971,FRSX,Foresight Autonomous Holdings Ltd.,NASDAQ,,4/12/2019,SELL,1.548
Maurene Fletham,495-826-7454,DGX,Quest Diagnostics Incorporated,NYSE,$14.73B,1/22/2019,BUY,103.416
Maurene Fletham,495-826-7454,DGX,Quest Diagnostics Incorporated,NYSE,$14.73B,1/23/2019,SELL,103.572
Maurene Fletham,495-826-7454,DGX,Quest Diagnostics Incorporated,NYSE,$14.73B,1/24/2019,SELL,102.72
Maurene Fletham,495-826-7454,DGX,Quest Diagnostics Incorporated,NYSE,$14.73B,1/25/2019,BUY,102.492
Arlyn Bythway,276-779-1098*431-950-1722,CPSH,CPS Technologies Corp.,NASDAQ,$15.84M,7/15/2019,SELL,1.24728
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,1/28/2019,SELL,7.188
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,1/29/2019,SELL,7.224
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,1/30/2019,BUY,7.452
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,1/31/2019,BUY,7.26
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,2/1/2019,SELL,7.32
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,2/4/2019,SELL,7.344
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,2/5/2019,BUY,7.416
Whittaker Peskett,525-344-9506*711-855-9474,LOAN,"Manhattan Bridge Capital, Inc",NASDAQ,$40.19M,2/6/2019,SELL,7.416
Cacilia Frill,401-439-9434,SNDE,Sundance Energy Australia Limited,NASDAQ,$68.96M,6/26/2019,SELL,2.136
Cacilia Frill,401-439-9434,SNDE,Sundance Energy Australia Limited,NASDAQ,$68.96M,6/27/2019,SELL,2.292
Cacilia Frill,401-439-9434,SNDE,Sundance Energy Australia Limited,NASDAQ,$68.96M,6/28/2019,SELL,2.3304
Cacilia Frill,401-439-9434,SNDE,Sundance Energy Australia Limited,NASDAQ,$68.96M,7/1/2019,BUY,2.364
Cacilia Frill,401-439-9434,SNDE,Sundance Energy Australia Limited,NASDAQ,$68.96M,7/2/2019,SELL,2.172
Cacilia Frill,401-439-9434,SNDE,Sundance Energy Australia Limited,NASDAQ,$68.96M,7/3/2019,BUY,2.1564
Vivyanne O'Sheeryne,534-567-4375*145-565-0808,DSKE,"Daseke, Inc.",NASDAQ,$378.29M,2/1/2019,BUY,4.992
Vivyanne O'Sheeryne,534-567-4375*145-565-0808,DSKE,"Daseke, Inc.",NASDAQ,$378.29M,2/4/2019,BUY,5.016
Vivyanne O'Sheeryne,534-567-4375*145-565-0808,DSKE,"Daseke, Inc.",NASDAQ,$378.29M,2/5/2019,SELL,5.148
Vivyanne O'Sheeryne,534-567-4375*145-565-0808,DSKE,"Daseke, Inc.",NASDAQ,$378.29M,2/6/2019,SELL,5.16
Vivyanne O'Sheeryne,534-567-4375*145-565-0808,DSKE,"Daseke, Inc.",NASDAQ,$378.29M,2/7/2019,SELL,5.376
Jinny Bohlje,836-945-9330*561-485-9631,GSK,GlaxoSmithKline PLC,NYSE,$107.75B,4/26/2019,SELL,48.48
Jinny Bohlje,836-945-9330*561-485-9631,GSK,GlaxoSmithKline PLC,NYSE,$107.75B,4/29/2019,BUY,48.54
Jinny Bohlje,836-945-9330*561-485-9631,GSK,GlaxoSmithKline PLC,NYSE,$107.75B,4/30/2019,SELL,49.356
Jinny Bohlje,836-945-9330*561-485-9631,GSK,GlaxoSmithKline PLC,NYSE,$107.75B,5/1/2019,SELL,48.492
Jinny Bohlje,836-945-9330*561-485-9631,GSK,GlaxoSmithKline PLC,NYSE,$107.75B,5/2/2019,SELL,48.552
Jinny Bohlje,836-945-9330*561-485-9631,GSK,GlaxoSmithKline PLC,NYSE,$107.75B,5/3/2019,BUY,48.9
Amalie Rowbottam,320-829-3132,RAVN,"Raven Industries, Inc.",NASDAQ,$1.26B,6/7/2019,BUY,41.244
Amalie Rowbottam,320-829-3132,RAVN,"Raven Industries, Inc.",NASDAQ,$1.26B,6/10/2019,SELL,41.244
Amalie Rowbottam,320-829-3132,RAVN,"Raven Industries, Inc.",NASDAQ,$1.26B,6/11/2019,SELL,41.184
Amalie Rowbottam,320-829-3132,RAVN,"Raven Industries, Inc.",NASDAQ,$1.26B,6/12/2019,BUY,41.184
Federico Laxton,213-316-3337*155-512-7630,BXC,BlueLinx Holdings Inc.,NYSE,$99.14M,1/14/2019,SELL,30.516
Federico Laxton,213-316-3337*155-512-7630,BXC,BlueLinx Holdings Inc.,NYSE,$99.14M,1/15/2019,BUY,32.856
Federico Laxton,213-316-3337*155-512-7630,BXC,BlueLinx Holdings Inc.,NYSE,$99.14M,1/16/2019,SELL,33.216
Gaelan Jirak,536-368-0621,GEB,General Electric Company,NYSE,,2/11/2019,BUY,2316
Gaelan Jirak,536-368-0621,GEB,General Electric Company,NYSE,,2/12/2019,SELL,2310
Gaelan Jirak,536-368-0621,GEB,General Electric Company,NYSE,,2/13/2019,BUY,2286
Gaelan Jirak,536-368-0621,GEB,General Electric Company,NYSE,,2/14/2019,SELL,2292
Gaelan Jirak,536-368-0621,GEB,General Electric Company,NYSE,,2/15/2019,SELL,2298
Paten Hearon,592-495-8981*673-725-7112,CSGS,"CSG Systems International, Inc.",NASDAQ,$1.37B,3/6/2019,SELL,49.536
Paten Hearon,592-495-8981*673-725-7112,CSGS,"CSG Systems International, Inc.",NASDAQ,$1.37B,3/7/2019,BUY,49.2
Paten Hearon,592-495-8981*673-725-7112,CSGS,"CSG Systems International, Inc.",NASDAQ,$1.37B,3/8/2019,BUY,49.38
Paten Hearon,592-495-8981*673-725-7112,CSGS,"CSG Systems International, Inc.",NASDAQ,$1.37B,3/11/2019,SELL,50.232
Paten Hearon,592-495-8981*673-725-7112,CSGS,"CSG Systems International, Inc.",NASDAQ,$1.37B,3/12/2019,SELL,49.884
Jacynth Santino,303-602-8722,KIM,Kimco Realty Corporation,NYSE,$7.87B,2/4/2019,BUY,20.724
Jacynth Santino,303-602-8722,KIM,Kimco Realty Corporation,NYSE,$7.87B,2/5/2019,BUY,20.916
Jacynth Santino,303-602-8722,KIM,Kimco Realty Corporation,NYSE,$7.87B,2/6/2019,BUY,20.856
Hillier Cotton,978-341-6820,KFS,"Kingsway Financial Services, Inc.",NYSE,$143.39M,5/23/2019,BUY,3.06
Hillier Cotton,978-341-6820,KFS,"Kingsway Financial Services, Inc.",NYSE,$143.39M,5/24/2019,BUY,3.012
Corliss Thickins,169-784-8113,PHG,Koninklijke Philips N.V.,NYSE,$32.89B,4/5/2019,SELL,47.484
Corliss Thickins,169-784-8113,PHG,Koninklijke Philips N.V.,NYSE,$32.89B,4/8/2019,SELL,47.58
Corliss Thickins,169-784-8113,PHG,Koninklijke Philips N.V.,NYSE,$32.89B,4/9/2019,SELL,47.4
Corliss Thickins,169-784-8113,PHG,Koninklijke Philips N.V.,NYSE,$32.89B,4/10/2019,BUY,47.82
Corliss Thickins,169-784-8113,PHG,Koninklijke Philips N.V.,NYSE,$32.89B,4/11/2019,BUY,47.244
Corliss Thickins,169-784-8113,PHG,Koninklijke Philips N.V.,NYSE,$32.89B,4/12/2019,BUY,47.664
Chaim Hennemann,555-636-5699*988-428-4199,KALU,Kaiser Aluminum Corporation,NASDAQ,$1.47B,7/11/2019,BUY,111.636
Chaim Hennemann,555-636-5699*988-428-4199,KALU,Kaiser Aluminum Corporation,NASDAQ,$1.47B,7/12/2019,SELL,112.788
Chaim Hennemann,555-636-5699*988-428-4199,KALU,Kaiser Aluminum Corporation,NASDAQ,$1.47B,7/15/2019,SELL,113.94
Wait Dafter,758-995-1497,ASTE,"Astec Industries, Inc.",NASDAQ,$1.33B,7/11/2019,SELL,37.152
Wait Dafter,758-995-1497,ASTE,"Astec Industries, Inc.",NASDAQ,$1.33B,7/12/2019,SELL,38.196
Wait Dafter,758-995-1497,ASTE,"Astec Industries, Inc.",NASDAQ,$1.33B,7/15/2019,SELL,37.776
Agnese Ramey,200-346-3740*723-402-9050,AEG,Aegon NV,NYSE,$10.51B,7/15/2019,BUY,6.132
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/11/2019,SELL,30.132
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/12/2019,SELL,30.12
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/13/2019,BUY,29.484
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/14/2019,BUY,30.048
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/15/2019,SELL,30
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/18/2019,SELL,29.892
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/19/2019,SELL,30.036
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/20/2019,SELL,29.88
Bell Livezey,668-271-0386,MCX,Medley Capital Corporation,NYSE,,3/21/2019,SELL,29.82
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,6/24/2019,SELL,162.504
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,6/25/2019,SELL,159.42
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,6/26/2019,SELL,157.596
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,6/27/2019,BUY,158.04
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,6/28/2019,BUY,156.708
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,7/1/2019,SELL,160.632
Netty Morigan,688-307-1057*689-555-6711,HELE,Helen of Troy Limited,NASDAQ,$2.52B,7/2/2019,BUY,159.576
Jonathan Stronack,466-786-6883*727-527-0553,DYNT,Dynatronics Corporation,NASDAQ,$13.01M,4/16/2019,BUY,2.472
Jonathan Stronack,466-786-6883*727-527-0553,DYNT,Dynatronics Corporation,NASDAQ,$13.01M,4/17/2019,SELL,2.412
Jonathan Stronack,466-786-6883*727-527-0553,DYNT,Dynatronics Corporation,NASDAQ,$13.01M,4/18/2019,BUY,2.412
Griffie MacColgan,470-316-2465,GSM,Ferroglobe PLC,NASDAQ,$1.8B,6/24/2019,SELL,1.8
Griffie MacColgan,470-316-2465,GSM,Ferroglobe PLC,NASDAQ,$1.8B,6/25/2019,SELL,1.764
Griffie MacColgan,470-316-2465,GSM,Ferroglobe PLC,NASDAQ,$1.8B,6/26/2019,SELL,1.932
Griffie MacColgan,470-316-2465,GSM,Ferroglobe PLC,NASDAQ,$1.8B,6/27/2019,SELL,1.968
Griffie MacColgan,470-316-2465,GSM,Ferroglobe PLC,NASDAQ,$1.8B,6/28/2019,BUY,2.04
Willamina Pinson,863-474-5979*324-610-5944,FLOW,"SPX FLOW, Inc.",NYSE,$1.64B,5/23/2019,SELL,43.272
Willamina Pinson,863-474-5979*324-610-5944,FLOW,"SPX FLOW, Inc.",NYSE,$1.64B,5/24/2019,SELL,43.416
Willamina Pinson,863-474-5979*324-610-5944,FLOW,"SPX FLOW, Inc.",NYSE,$1.64B,5/28/2019,SELL,43.176
Willamina Pinson,863-474-5979*324-610-5944,FLOW,"SPX FLOW, Inc.",NYSE,$1.64B,5/29/2019,BUY,43.512
Willamina Pinson,863-474-5979*324-610-5944,FLOW,"SPX FLOW, Inc.",NYSE,$1.64B,5/30/2019,SELL,43.524
Willamina Pinson,863-474-5979*324-610-5944,FLOW,"SPX FLOW, Inc.",NYSE,$1.64B,5/31/2019,BUY,42.84
Sorcha Aspland,331-826-2469*123-531-1448,CTIC,CTI BioPharma Corp.,NASDAQ,$93.98M,7/5/2019,SELL,0.972
Sorcha Aspland,331-826-2469*123-531-1448,CTIC,CTI BioPharma Corp.,NASDAQ,$93.98M,7/8/2019,BUY,0.96
Sorcha Aspland,331-826-2469*123-531-1448,CTIC,CTI BioPharma Corp.,NASDAQ,$93.98M,7/9/2019,SELL,0.972
Sorcha Aspland,331-826-2469*123-531-1448,CTIC,CTI BioPharma Corp.,NASDAQ,$93.98M,7/10/2019,SELL,0.96
Sorcha Aspland,331-826-2469*123-531-1448,CTIC,CTI BioPharma Corp.,NASDAQ,$93.98M,7/11/2019,BUY,0.972
Sorcha Aspland,331-826-2469*123-531-1448,CTIC,CTI BioPharma Corp.,NASDAQ,$93.98M,7/12/2019,BUY,0.96
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/16/2019,BUY,35.88
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/17/2019,SELL,35.784
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/20/2019,SELL,35.748
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/21/2019,BUY,36.264
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/22/2019,SELL,36.24
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/23/2019,BUY,36.192
Hercule Chrispin,957-951-4416,WHG,Westwood Holdings Group Inc,NYSE,$506.48M,5/24/2019,SELL,36.324
Crissie McArte,961-607-1319,WEC,"WEC Energy Group, Inc.",NYSE,$20.27B,5/9/2019,BUY,92.964
Crissie McArte,961-607-1319,WEC,"WEC Energy Group, Inc.",NYSE,$20.27B,5/10/2019,SELL,95.052
Crissie McArte,961-607-1319,WEC,"WEC Energy Group, Inc.",NYSE,$20.27B,5/13/2019,BUY,95.832
Crissie McArte,961-607-1319,WEC,"WEC Energy Group, Inc.",NYSE,$20.27B,5/14/2019,BUY,95.424
Crissie McArte,961-607-1319,WEC,"WEC Energy Group, Inc.",NYSE,$20.27B,5/15/2019,SELL,95.568
Crissie McArte,961-607-1319,WEC,"WEC Energy Group, Inc.",NYSE,$20.27B,5/16/2019,SELL,96.3
Cori Sinnott,590-415-6809*231-172-2245,RGT,"Royce Global Value Trust, Inc.",NYSE,$98.95M,1/18/2019,BUY,11.46
Cori Sinnott,590-415-6809*231-172-2245,RGT,"Royce Global Value Trust, Inc.",NYSE,$98.95M,1/22/2019,BUY,11.412
Cori Sinnott,590-415-6809*231-172-2245,RGT,"Royce Global Value Trust, Inc.",NYSE,$98.95M,1/23/2019,SELL,11.4
Cori Sinnott,590-415-6809*231-172-2245,RGT,"Royce Global Value Trust, Inc.",NYSE,$98.95M,1/24/2019,BUY,11.484
Cori Sinnott,590-415-6809*231-172-2245,RGT,"Royce Global Value Trust, Inc.",NYSE,$98.95M,1/25/2019,SELL,11.472
Cori Sinnott,590-415-6809*231-172-2245,RGT,"Royce Global Value Trust, Inc.",NYSE,$98.95M,1/28/2019,SELL,11.412
Charlot Geldeard,673-563-6784,JHD,Nuveen High Income December 2019 Target Term Fund,NYSE,$277.1M,4/29/2019,BUY,11.868
Charlot Geldeard,673-563-6784,JHD,Nuveen High Income December 2019 Target Term Fund,NYSE,$277.1M,4/30/2019,SELL,11.88
Charlot Geldeard,673-563-6784,JHD,Nuveen High Income December 2019 Target Term Fund,NYSE,$277.1M,5/1/2019,BUY,11.868
Charlot Geldeard,673-563-6784,JHD,Nuveen High Income December 2019 Target Term Fund,NYSE,$277.1M,5/2/2019,SELL,11.88
